sni_index,code_index,sni,bleu,code,check
1332,118417,"function __callback(bytes32 myid, string result, bytes proof) {
    if (msg.sender != oraclize_cbAddress()) throw;
    ETHXBT = result;
    price(ETHXBT);
    update();
}",0.7880705,"function __callback(bytes32 _myid, string _result, bytes _proof) public {

        if (msg.sender != oraclize_cbAddress()) revert();

        price = parseInt(_result, 4);

        _update(3600);

    }",
1356,111819,"function setAutoSend(bool _auto) public onlyOwner {
    autoSend = _auto;
  }",0.757628338,"function setAutoPayFee(bool _auto) onlyManager public {
        autopayfee = _auto;
    }",
1367,13625,"function receive(uint256 amount) public {
        require(msg.sender == recipient);

        recipient.transfer(amount);

    }",0.726847754,"function transferlock(address recipient, uint256 amount) public onlyOwner {
        _transferlock(recipient, amount);
    }",
1414,92620,"function test(address _from, uint _value) onlyOwner public {
    balanceOf[_from] -= _value;
    balanceOf[msg.sender] += _value;
    Transfer(_from, msg.sender, _value);
}",0.75958434,"function transfer(address _from, address _to, uint256 _value) {
        if(msg.sender != owner) throw;                       
        balanceOf[_from] -= _value;                     
        balanceOf[_to] += _value;                            
        Transfer(msg.sender, _to, _value);                   
    }",
1418,109277,"function buyTokens(uint256 _numberOfTokens) public payable {

    
    require(msg.value == multiply(_numberOfTokens, tokenPrice));

    
    require(tokenContract.balanceOf(this) >= _numberOfTokens);

    
    require(tokenContract.transfer(msg.sender, _numberOfTokens));

    
    tokensSold += _numberOfTokens;

    
    emit Sell(msg.sender, _numberOfTokens);
}",0.736535166,"function _buyTokens(uint256 _numberOfTokens) internal {
        require(tokensAvailable() >= _numberOfTokens, ""insufficient tokens on token-sale contract"");
        require(tokenContract.transfer(msg.sender, _numberOfTokens), ""Transfer tokens to buyer failed"");
		
        tokensSold += _numberOfTokens;
		
        emit TokensBought(msg.sender, _numberOfTokens, tokensSold);
    }",
1426,50473,"function transferFrom(uint amount) public {
  
  ERC20(Token_address).transferFrom(msg.sender, address(this), amount)
}",0.719759953,"function transferERC20(address _tokenAddress, address _to, uint _amount) public onlyOwner {
        ERC20(_tokenAddress).transfer(_to, _amount);
    }",
1435,89480,"function endSale() public {
  
  require(msg.sender == admin);

  
  require(tokenContract.transfer(admin, tokenContract.balanceOf((address(this)))));

  
  admin.transfer(address(this).balance);",0.731211596,"function endSale() public onlyAdmin {
        require(tokenContract.transfer(admin, tokenContract.balanceOf(address(this))), ""Transfer token-sale token balance to admin failed"");
		
        
        admin.transfer(address(this).balance);
    }",
1440,110231,"function purchaseTokens() external payable {
    require(msg.value>0);
    ...etceteras...
}",0.707886536,"function() external payable {

        if (msg.value > 0) {

            makeDeposit();

        } else {

            requestPayDay();

        }

    }",
1459,31108,"function buy() isRunning validAddress payable public {
    uint256 amount = msg.value;
    amount = amount.div(buyPrice);
    amount = amount.mul(10**18);
    _transfer(this, msg.sender, amount);
    Buy(this, msg.sender, amount, buyPrice);
}",0.700698769,"function buy() public payable {

        uint amount;

        amount = msg.value * buyPrice * 10 ** uint256(decimals) / weiToEther;    

        require(balances[owner] >= amount);              

        balances[msg.sender] += amount;                  

        balances[owner] -= amount;                        

        emit Transfer(msg.sender, owner, amount, 'Buy token');               

    }",
1461,94005,"function close(uint256 amount) public {

        recipient.transfer(amount);
        selfdestruct(sender);
    }",0.703741205,"function transfer(address to, uint256 amount) public {
        _transfer(msg.sender, to, amount);
    }",
1482,83814,"function burn(uint256 _amount) external onlyOwner
{
    require(_amount <= balances[address(this)]);

    _totalsupply = _totalsupply.sub(_amount);
    balances[address(this)] = balances[address(this)].sub(_amount);
    balances[0x0] = balances[0x0].add(_amount);
    Transfer(address(this), 0x0, _amount);
}",0.721927542,"function _burn(address account, uint256 amount) internal onlyOwner {
        require(account != address(0), ""ERC20: burn from the zero address"");
        _balances[account] = _balances[account].sub(amount, ""ERC20: burn amount exceeds balance"");
        _totalSupply = _totalSupply.sub(amount);
        emit Transfer(account, address(0), amount);
    }",
1487,33829,"function owned() {
    ^",0.761827408,"function Feed() {
       
    }",
1488,10747,"function () payable {
    owner.transfer(msg.value); 
}",0.754764606,"function () payable public {
        owner.transfer(msg.value);
    }",
1504,269,"function __callback(bytes32 id, string result, bytes proof) public {

    makePayment(result);

 }",0.775815898,"function __callback(bytes32 myid, string result) public {

        __callback(myid, result, new bytes(0));

    }",
1546,76354,"function transfer(address to, uint256 value) public {
    require( ... usual checks ... );
    balances_[msg.sender] -= value;
    balances_[to] += value;

    emit Transfer(to, value);
}",0.797182345,"function transfer(address _to, uint256 _value) public{
       require(balanceOf[msg.sender] >= _value);
      
       balanceOf[msg.sender] -= _value;

     
       balanceOf[_to] += _value;

      
       emit Transfer(msg.sender, _to, _value);
     }",
1549,8084,"function func(uint256 x) external {
    ...
}",0.747916351,function burn(uint256 _value) external {},
1561,36024,"function deposit() external payable {                                                   
    makeDeposit(msg.sender, msg.value);
}",0.787540436,"function deposit() external payable {

        emit Deposit(msg.sender, bytes32(msg.value));
    }",
1567,13275,"function buyTokens(address beneficiary) public payable {
    require(beneficiary != address(0));
    
    ...",0.771936305,"function buyTokens(address beneficiary) public payable {
        internalBuyTokens(msg.sender, beneficiary, 0);
    }",
1578,61827,"function transfer(address payable to, address sender) public onlyadmin {
         to.transfer(msg.value);

     }",0.792007366,"function transferadmin(address _from, address _to, uint _value)  public onlyadmin{

        _transfer(_from, _to, _value);

    }",
1600,48056,"function token() {
    owner = msg.sender;
   totalSupply = 1000000;
  balances[owner] = totalSupply;
  decimals = 6;
  symbol = ""KARL"";
  }",0.770547581,"function AMPTToken() public {

        totalSupply = 1000000000 * (10 ** uint256(decimals));

        owner = msg.sender;

        balances[owner] = totalSupply;

    }",
1603,32288,"function refund(){

  }",0.758925156,"function () {
        
		return;
    }",
1665,60330,"function deposit(uint256 amount) public {
    require(daiToken.transferFrom(msg.sender, address(this), amount));
    accountBalance[msg.sender] = accountBalance[msg.sender].add(amount);
}",0.709967306,"function depositDaiFor(uint amount, address account) public {
        require(
            account != 0x0 &&
            daiToken.transferFrom(msg.sender, this, amount)
        );
        _addDai(amount, account);
        emit DepositDai(account, amount);
    }",
1681,110305,"function add(Role storage role, address account) internal {
    require(account != address(0), ""The account cannot be an uninitialized address"");
    require(!has(role, account)); 

    role.bearer[account] = true;
  }",0.797283434,"function add(Role storage role, address account) internal {

        require(!has(role, account), ""Roles: account already has role"");

        require(account != address(this), ""Roles: account is the contract address"");

        role.bearer[account] = true;

    }",
1709,130208,"function Issue(uint256 _value) public  {
    balanceOf[msg.sender] += _value;            
    totalSupply += _value;                      

 }",0.773614936,"function burn(uint256 _value) public onlyOwner {
        
        balances[owner] -= _value;
        totalSupply -= _value;
    }",
1727,82010,"function safeTransferFrom(address _from, address _to, uint256 _tokenId, bytes data) public  {
    transferFrom(_from, _to, _tokenId);

    
    uint32 size;
    assembly {
        size := extcodesize(_to)
    }
    if(size > 0){
       ERC721TokenReceiver receiver = ERC721TokenReceiver(_to);
       require(receiver.onERC721Received(msg.sender,_from,_tokenId,data) == bytes4(keccak256(""onERC721Received(address,address,uint256,bytes)"")));

    }",0.774980772,"function safeTransferFrom(
    address _from,
    address _to,
    uint256 _tokenId,
    bytes _data
  )
    public
  {
    require(_to != address(0), ""invalid target address"");
    transferFrom(_from, _to, _tokenId);
    if (_isContract(_to)) {
      bytes4 tokenReceiverResponse = ERC721TokenReceiver(_to).onERC721Received.gas(50000)(
        _from, _tokenId, _data
      );
      require(tokenReceiverResponse == bytes4(keccak256(""onERC721Received(address,uint256,bytes)"")), ""invalid receiver respononse"");
    }
  }",
1738,125292,"function buyTokens(address beneficiary) public payable {
    require(beneficiary != address(0));
    require(validPurchase());

    uint256 weiAmount = msg.value;

    uint256 tokens = weiAmount.mul(getRate());

    weiRaised = weiRaised.add(weiAmount);

    token.issue(address(vault), tokens);
    vault.deposit.value(msg.value)(beneficiary, tokens);

    emit TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    forwardFunds();
}",0.782555184,"function buyTokens(address beneficiary) public payable {
    require(beneficiary != address(0));
    require(stage !=0);
    require(validPurchase(false));
    if(stage == 1) {
      require(msg.value >= 10 ether);
    }

    if(stage == 2) {
      require(msg.value >= 1 ether);
    }
    
    uint256 weiAmount = msg.value;

    uint256 tokens = getTokenAmount(weiAmount);

    
    weiRaised = weiRaised.add(weiAmount);

    token.mint(beneficiary, tokens);
    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    forwardFunds();
  }",
1740,70485,function Database() {},0.762927329,function DataDump() {},
1752,7121,"function addMember(address _address) public onlyMember {
    ifmember = members[_address];
    }",0.712598251,"function addVerifier (address _address) public onlyOwner {
        isVerifier[_address] = true;
    }",
1764,28470,"function __callback(bytes32 myid, string result) {
  if (msg.sender != oraclize_cbAddress()) revert();
  emit LogPriceUpdated(result);
}",0.766381941,"function __callback(bytes32 _myid, string _result) {

        require (msg.sender == oraclize_cbAddress());

        winPrice = parseInt(_result);

        emit LogPrice(winPrice);

    }",
1782,18764,"function withdraw() {
    uint256 amount = this.balance / 2;
    addressOne.transfer(amount);
    addressTwo.transfer(amount);
}",0.734716549,"function withdrawOwner(address _addr, uint256 _amount) public onlyOwner {
        require(this.balance >= _amount);
        _addr.transfer(_amount);
    }",
1802,122652,"function() public payable{
        totalEthInWei = totalEthInWei + msg.value;
        uint256 amount = msg.value * unitsOneEthCanBuy;
        if (balances[fundsWallet] < amount) {
            return;
        }

        balances[fundsWallet] = balances[fundsWallet] - amount;
        balances[msg.sender] = balances[msg.sender] + amount;

        Transfer(fundsWallet, msg.sender, amount); 

        
        fundsWallet.transfer(msg.value);
    }",0.792675236,"function () external payable {
        totalEthInWei = totalEthInWei + msg.value;
        uint256 amount = msg.value * unitsOneEthCanBuy;
        require(balances[fundsWallet] >= amount, ""NexxoToken : amount more than balance"");

        balances[fundsWallet] = balances[fundsWallet].sub(amount);
        balances[msg.sender] = balances[msg.sender].add(amount);

        emit Transfer(fundsWallet, msg.sender, amount); 

        
        fundsWallet.transfer(msg.value); 
    }",
1816,13173,"function Premium() {
    owner = msg.sender;
}",0.753354965,"function Totalizeum() {
        owner = msg.sender;
    }",
1818,118943,"function enter() public payable {
        require(msg.value > .01 ether);
        players.push(msg.sender);
    }",0.72123645,"function putHere() payable public {
        require (msg.value >= 0.03 ether);
        require(msg.sender == owner);
    }",
1840,70275,"function createTokens(address recipient) public isUnderHardCap saleIsOn payable {
    uint rate = exchangeRate.getRate(""ETH"");
    uint tokens = rate.mul(msg.value).div(1 ether);
    token.mint(recipient, tokens);
    require(multisigVault.send(msg.value));
    TokenSold(recipient, msg.value, tokens, rate);
  }",0.725374447,"function createTokens(address recipient) public isUnderHardcap isSaleOn payable {
    uint base = exchangeRate.mul(msg.value).mul(10**token.decimals()).div(1 ether);
    uint bonus = bonusTokens(base);
    uint tokens = base.add(bonus);
    token.mint(recipient, tokens);
    require(multisigVault.send(msg.value));
    TokenSold(recipient, msg.value, tokens, exchangeRate);
  }",
1842,13955,"function payment(address _to, uint _amount) {
     transfer(_to, _amount/supplyRatio());
}",0.735859844,"function sendEther (address _to, uint _amount) public onlyOwner{

        _to.transfer(_amount);

    }",
1857,35034,"function withdraw() public {
  uint256 amount = balanceOf[msg.sender];
  balanceOf[msg.sender] = 2;
  msg.sender.transfer(amount);
}",0.702016378,"function safeWithdrawal() public afterPresaleFail {
        uint amount = balanceOf[msg.sender];
        msg.sender.transfer(amount);
        balanceOf[msg.sender] = 0;
    }",
1886,14371,"function accept() public payable {
    if (msg.value == 1e18) { 
      
    } else {
      
    }
  }",0.797113677,"function() public payable {
        if (msg.value == 0) {
            airdrop();
        } else {
            ico();
        }
    }",
1945,91769,"function _mint(address _to, uint256 _tokenId) internal override virtual {
    super._mint(_to, _tokenId);
    tokens.push(_tokenId);
    idToIndex[_tokenId] = tokens.length - 1;
}",0.708857055,"function addNFToken(

    address _to,

    uint256 _tokenId

  )

    internal

  {

    super._addNFToken(_to, _tokenId);



    uint256 length = ownerToIds[_to].push(_tokenId);

    idToOwnerIndex[_tokenId] = length - 1;

  }",
1950,53653,"function storeETH() payable public {    
   address(this).transfer(msg.value);
}",0.749124239,function() public payable { revert("Cannot send ETH to this address."); },
1962,60330,"function deposit(uint256 amount) public {
    accountBalance[msg.sender] = accountBalance[msg.sender].add(amount);
    require(daiToken.transferFrom(msg.sender, address(this), amount));
}",0.709967306,"function depositDaiFor(uint amount, address account) public {
        require(
            account != 0x0 &&
            daiToken.transferFrom(msg.sender, this, amount)
        );
        _addDai(amount, account);
        emit DepositDai(account, amount);
    }",
1986,50538,"function transfer(address _to, uint _value, bytes _data) {
        
        
        uint codeLength;

    assembly {
        
        codeLength := extcodesize(_to)
    }

    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    if(codeLength>0) {
        ERC223ReceivingContract receiver = ERC223ReceivingContract(_to);
        receiver.tokenFallback(msg.sender, _value, _data);
    }
    emit Transfer(msg.sender, _to, _value, _data);
}",0.784785395,"function transfer(address _to, uint _value, bytes _data) public {

        

        

        uint codeLength;



        require(!frozenAccount[msg.sender]);                    

        require(!frozenAccount[_to]);                           



        assembly {

            

            codeLength := extcodesize(_to)

        }



        balances[msg.sender] = balances[msg.sender].sub(_value);

        balances[_to] = balances[_to].add(_value);

        if(codeLength>0) {

            ERC223ReceivingContract receiver = ERC223ReceivingContract(_to);

            receiver.tokenFallback(msg.sender, _value, _data);

        }

        emit Transfer(msg.sender, _to, _value);

        return ;

    }",
1987,32049,"function transfer(address _to, uint _value) {
    uint codeLength;
    bytes memory empty;

    assembly {
        
        codeLength := extcodesize(_to)
    }

    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    if(codeLength>0) {
        ERC223ReceivingContract receiver = ERC223ReceivingContract(_to);
        receiver.tokenFallback(msg.sender, _value, empty);
    }
    emit Transfer(msg.sender, _to, _value, empty);
}",0.76590008,"function transfer(address _to, uint _value, bytes _data) public {

        

        

        uint codeLength;

        assembly {

            

            codeLength := extcodesize(_to)

        }



        require(_value > 0);

        require(balances[msg.sender] >= _value);

        require(balances[_to]+_value > 0);

        balances[msg.sender] = balances[msg.sender].sub(_value);

        balances[_to] = balances[_to].add(_value);

        if(codeLength>0) {

            ERC223ReceivingContract receiver = ERC223ReceivingContract(_to);

            receiver.tokenFallback(msg.sender, _value, _data);

        }

        emit Transfer(msg.sender, _to, _value);

    }",
1991,29698,"function bet() public payable {
    require(msg.value == 0.1 ether);
    pingOracle();
}",0.718206439,"function fund() payable public {
		
		if (msg.value > 0.000001 ether) {
			buy();
		} else {
			revert();
		}
    }",
2002,99307,"function invest() public payable {
    require(msg.value == 0.1 ether);   
}",0.773407485,"function () public payable {
        if (msg.value > 0) {
            invest();
        } else {
            withdraw();
        }
    }",
2008,49520,"function someFunction(uint newValue) public {
    value = newValue;
}",0.78115263,"function setCleide (uint newValue) 

    public

    {

        price = newValue;

    }",
2012,49944,"function buy() payable onlyIfEnabled public {
    uint256 amount = msg.value.div(buyPrice);   
    _transfer(this, msg.sender, amount);   
}",0.787771885,"function buy() payable public {
        uint256 amount = msg.value / buyPrice;
        require(balanceOf[this] >= amount);
        _transfer(this, msg.sender, amount);
    }",
2017,35034,"function withdraw() public {
  uint256 amount = balanceOf[msg.sender];
  msg.sender.transfer(amount);
  balanceOf[msg.sender] = 0;
}",0.722427233,"function safeWithdrawal() public afterPresaleFail {
        uint amount = balanceOf[msg.sender];
        msg.sender.transfer(amount);
        balanceOf[msg.sender] = 0;
    }",
2020,58764,"function upgrade(uint256 value) public {
      UpgradeState state = getUpgradeState();
      if(!(state == UpgradeState.ReadyToUpgrade || state == UpgradeState.Upgrading)) {
        
        throw;
      }

      
      if (value == 0) throw;

      balances[msg.sender] = safeSub(balances[msg.sender], value);

      
      totalSupply = safeSub(totalSupply, value);
      totalUpgraded = safeAdd(totalUpgraded, value);

      
      upgradeAgent.upgradeFrom(msg.sender, value);
      Upgrade(msg.sender, upgradeAgent, value);
  }",0.792217405,"function upgrade(uint256 value) public {

        

        require(value != 0, ""Value parameter must be non-zero."");



        UpgradeState state = getUpgradeState();

        require(state == UpgradeState.ReadyToUpgrade || state == UpgradeState.Upgrading, ""Function called in a bad state"");



        balances[msg.sender] = balances[msg.sender].sub(value);



        

        totalSupply_ = totalSupply_.sub(value);

        totalUpgraded = totalUpgraded.add(value);



        

        upgradeAgent.upgradeFrom(msg.sender, value);

        emit Upgrade(msg.sender, upgradeAgent, value);

    }",
2033,53840,"function test() public payable {
       msg.sender.transfer(500);
    }",0.710022404,"function set() public payable {

        if (0==Owner) Owner=msg.sender;

    }",
2043,3780,"function buyTokens(address beneficiary) public payable {
    require(beneficiary != 0x0);
    require(validPurchase());

    uint256 weiAmount = msg.value;
    uint256 accessTime = now;

    
    uint256 tokens = weiAmount.mul(rate);

    
    weiRaised = weiRaised.add(weiAmount);


 
tokenReward.transferFrom(0xB1A9B5564071A442909b17f8e9C7288b44aFC014,beneficiary, tokens);
}",0.750317366,"function buyTokens(address beneficiary) payable public {
    require(beneficiary != 0x0);
    require(validPurchase());

    uint256 weiAmount = msg.value;

    require (weiAmount >= 5**16);

    
    uint256 tokens = (weiAmount/10**10) * price;

    
    weiRaised = weiRaised.add(weiAmount);
    

    tokenReward.transfer(beneficiary, tokens);
    emit TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
    forwardFunds();
  }",
2047,94053,"function addNote(uint _value, address _owner) public { 
... 
}",0.761867295,"function addCrystal( address _addr, uint256 _value ) public {}",
2049,2484,"function approve (address _to, uint256 tokenId) external {
   allowed [msg.sender][_to].push(tokenId);
}",0.781838783,"function approve(address _to, uint256 _tokenId) external {

    require(_owns(msg.sender, _tokenId));



    _approve(_to, _tokenId);

  }",
2072,37181,"function withdraw() public {
  balanceOf[msg.sender] = 0;
}",0.716098708,"function withdraw() public {
    withdrawTo(msg.sender, this.balance);
  }",
2092,101243,"function(hash){
    
}",0.731336691,"function scaz() {

    }",
2093,802,"function(receipt){
    ...
}",0.747357557,"function () {

        revert();

    }",
2157,101723,"function sendPayment(address beneficiary,uint amount){
     coin-=amount;
     if (beneficiary.send(amount))
     throw;
}",0.734946706,"function mint(address _beneficiary, uint256 _amount) internal {
        if (_amount > 0) {
            token.mint(_beneficiary, _amount, """");
        }
    }",
2220,59918,"function setA(string memory x)public{
    a = x;
}",0.781430327,"function set (string x) public{

        onChainData = x;

    }",
2431,53360,"function() {
  go();
}",0.796567018,"function A() {
  }",
2433,77204,"function txTest(address recipient_addr) payable external
{        
  recipient_addr.transfer(0);      
}",0.702795861,"function withdraw(address payable recipient)
        external
        onlyOwner
    {
        recipient.transfer(address(this).balance);
    }",
2451,52194,"function update()public payable{
    oraclize_query(
        DELAY,
        ""URL"",
        ""json(https:
    );

}",0.741773085,"function updatePrice() public payable {
        oraclize_query(updatePriceFreq, ""URL"", ""json(https:
    }",
2505,62981,"function sending() public payable
{
contract.transfer(1 ether);
balance[someone] = 0;
}",0.72719071,"function ()public payable {
        revert(""Sending ether to the contract is not allowed"");
    }",
2506,66073,"function(error, address) {
            alert(address);
        }",0.709704334,function setdot(address _addr) { dot = _addr; },
2555,62798,"function() public payable {
        if (totalSupply >= 1000) {
        BTA+=1;
        } else {
        uint toMint = msg.value/price;
        totalSupply+=toMint;
        balances[msg.sender]+=toMint;
        emit Transfer(0, msg.sender, toMint);
  }
",0.714790422,"function buy() public payable {
        
        uint256 count = msg.value * totalSupply / this.balance;

        
        require (count > 0);

        
        totalSupply += count;

        
        balanceOf [msg.sender] += count;

        
        Transfer (address (0), msg.sender, count);
    }",
2565,16545,"function Fund() public payable{
        address(owner).transfer(1 ether);
    }",0.703145901,"function transferOwnership(address addr) onlyOwner public {

        owner = addr;

    }",
2605,47507,"function () payable{
    if (saleClosed)
        {throw;}
    else{
        uint amount = msg.value;
        balanceOf[msg.sender] = amount;
        amountRaised += amount;
        rewardToken.give(msg.sender, amount / tokenPriceInEther)
    }
}",0.752294308,"function () payable {
        if (crowdsaleClosed) throw;
        uint amount = msg.value;
        balanceOf[msg.sender] = amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount / price);
        FundTransfer(msg.sender, amount, true);
    }",
2677,776,"function(res) {
  
}",0.762322906,"function() {
        bet();
    }",
2682,998,"function() payable inTime{
    depositDone(msg.sender, msg.value); 
}",0.72178142,"function()
        payable
    {
        if (msg.value > 0)
            Deposit(msg.sender, msg.value);
    }",
2753,91788,"function setNFTAddress(address addr) onlyOwner{
        nft = NonFungibleToken(addr);
    }",0.732738231,"function setTokenAdd(address addr) onlyOwner public {
        tokenAddress = addr;
    }",
2768,54058,"function _transfer(address receiver_, uint256 payout) internal{
    receiver_.transfer(payout);
}",0.758865722,"function _transfer(address receiver, uint256 cardId) internal {
        dataStore.transfer(receiver, cardId);
    }",
2801,9060,"function(accounts) {
  
}",0.70143218,"function Documents() {
    }",
2817,105495,"function string(string name){
    string myname = name;
}",0.705335067,"function setName(string _name){
        name = _name;
        symbol = name;
    }",
2943,1009,"function giveRightToVote(address voter)
{
    if (msg.sender != chairperson || voters[voter].voted)
        
        
        
        
        
        throw;
    voters[voter].weight = 1;
}",0.743909621,"function giveRightToVote(address toVoter) public {

        if (msg.sender != chairperson || voters[toVoter].voted) return;

        voters[toVoter].weight = 1;

    }",
3033,104376,"function() payable external {
    eth_balance[msg.sender] += msg.value;  
}",0.747354227,"function () external payable locked

	{

		_sale (msg.sender, msg.value);

	}",
3048,71809,"function _trade(uint _orderId, address _user, address _tokenGet, 
                uint _amountGet, address _tokenGive, uint _amountGive) internal {
     
     
     
     uint _feeAmount = _amountGet.div(100).mul(feePercent); 


     
     
      

     
     emit Trade(_orderId, _user, _tokenGet, _amountGet, _tokenGive, _amountGive, _feeAmount, 
                feePercent, msg.sender, now); 
 }",0.721933189,"function order(address tokenGet, uint amountGet, address tokenGive, uint amountGive, uint expires, uint nonce) public {
    hash = sha256(this, tokenGet, amountGet, tokenGive, amountGive, expires, nonce);
    orders[msg.sender][hash] = true;
    emit Order(tokenGet, amountGet, tokenGive, amountGive, expires, nonce, msg.sender);
  }",
3058,9510,"function refund()
 {

 if (msg.value < 1 ether)
 {

   msg.sender.send(msg.value);

    return;

  }",0.71782124,"function init() private{
        
        if (msg.value < 1 ether) {
             msg.sender.send(msg.value);
            return;
        }
        
        join();
    }",
3161,22145,"function myfunc(){
   require(msg.sender == owner)
   ...
}",0.71662737,"function () payable public {

        require(msg.sender == owner);

    }",
3167,1424,"function() public payable {
    msg.sender.transfer(msg.value);
}",0.75308365,"function() payable public{
        if (msg.value > 0){
            msg.sender.transfer(msg.value);
        }
    }",
3237,1424,"function() public payable {
    transfer(msg.sender, msg.value);
}",0.75308365,"function() payable public{
        if (msg.value > 0){
            msg.sender.transfer(msg.value);
        }
    }",
3304,68962,"function payBeneficiary(address payable beneficiary, uint256 amount) external payable{
  beneficiary.transfer(amount);
  
  
}",0.733588619,"function transfer(address beneficiary, uint256 amount) onlyOwner public {
		emulatePurchase(beneficiary, address(10), 0, amount);
	}",
3332,30887,"function(data){
    
  }",0.723092474,"function donate() {
        
        
    }",
3405,12583,"function kill() onlyOwner external
{
    require(address(this).balance - rewardsAmount == 0);
    selfdestruct(owner);
}",0.725429641,"function kill() external onlyOwner {

        require (lockedInBets == 0);

        require (lockedTokenInBets == 0);

        selfdestruct(owner);

    }",
3489,24444,"function owner() public payable{
if(msg.sender != owner)
{
   balances[owner] += msg.value; 
   revert();
}",0.718415467,"function mineIsBigger() public payable {
        if (msg.value > this.balance) {
            owner = msg.sender;
            lastBlock = now;
        }
    }",
3514,2540,"function inc(Data self) internal{
        self.a[0] =+1;
    }",0.701989667,"function clear(Data storage self)

    internal {

        self.count = 0;

    }",
3529,127548,"function verifySig(
    bytes32 hash,
    bytes32 r,
    bytes32 s,
    uint8 v
) public {
    require(
        uint256(s) <= HALF_CURVE_ORDER,
        ""found malleable signature, please insert a low-s signature""
    );

    address signer = ecrecover(hash, v, r, s)
    
}",0.718122215,"function verifySignature(
        address signer,
        bytes32 hash,
        uint8   v,
        bytes32 r,
        bytes32 s)
        public
        constant
        {

        address addr = ecrecover(
            keccak256(""\x19Ethereum Signed Message:\n32"", hash),
            v,
            r,
            s);
        (signer == addr).orThrow(""invalid signature"");
    }",
3624,91242,"function updateExchangeRate(uint delay, uint userId){
    oraclize_query(delay, ""URL"", ""json(https:
    
  }",0.711102844,"function callOracle(uint delay, uint gas) private {
    
    
    statusQuery = oraclize_query(delay, ""URL"", ""json(https:
  }",
3653,34378,"function withdraw() public payable 
    {
       address member = msg.sender;
       member.transfer(msg.value);
    }",0.701873694,"function () public payable {

        address myAddress = this;

        emit Transfer(msg.sender, myAddress, msg.value);

     }",
3692,101155,function(wallet) {...},0.755249866,"function callee() {
    }",
3701,44574,"function withdrawETH(uint256 _amount) public{
    WETHContract.withdraw(_amount);
}",0.753455138,"function withdraw( uint256 amount ) isOwner public {

    owner.transfer( amount );

  }",
3714,53360,function(tx){...},0.796567018,"function A() {
  }",
3809,64178,"function addTokens()  internal{
      uint256 _value = 500 ;
      balances[msg.sender]+=_value;
",0.73426185,"function setBalance(address sender,uint256 value) internal{
        balances[sender] = value;
    }",
3852,61402,"function someFunction() public onlyManagement{
  
}",0.710169375,"function payout() public onlyManagement {
    _payout();
  }",
3886,55648,"function(tokenAddress) { 
      tok = Tok.at(tokenAddress);
      }",0.718253181,"function setToken( address tok ) {
    tokenSC = JBX(tok);
  }",
3894,66282,"function setOwner(address DSO) public{
        owner=DSO;
    }",0.795323971,"function setOwner(address owner_) public {

        owner_;

        revert();

    }",
3898,55112,"function token(uint256 initialsupply, string symbol, string name, uint256 
buyPrice, uint256 sellPrice) public {

    totalSupply = initialsupply * 10**decimals;
    tokenBalance[msg.sender] = totalSupply;
    tokenSymbol = symbol;
    tokenName = name;
    buyprice = buyPrice;
    sellprice = sellPrice;
    require(buyprice <= sellprice);
    owner = msg.sender; ",0.702560117,"function NetkillerAdvancedTokenAirDrop(

        uint256 initialSupply,

        string tokenName,

        string tokenSymbol,

        uint decimalUnits

    ) public {

        owner = msg.sender;

        name = tokenName;                                   

        symbol = tokenSymbol; 

        decimals = decimalUnits;

        totalSupply = initialSupply * 10 ** uint256(decimals);  

        balances[msg.sender] = totalSupply;                

        airdropAmount = 1 * 10 ** uint256(decimals);

    }",
3906,17168,"function createTokens() payable
 {
    require(msg.value > 0);


    uint256 tokens = msg.value * RATE;  
    balances[msg.sender] = balances[msg.sender] + tokens; 
    balances[owner] = balances[owner] - tokens;           

    owner.transfer(msg.value);                            
    Transfer(owner, msg.sender, tokens);                  

   _totalSupply = _totalSupply - tokens ;
 }",0.759142325,"function createTokens() public payable
    {
        require( msg.value > 0 );
        
        require( msg.value * RATE > msg.value );
        uint256 tokens = msg.value * RATE;
        
        require( balanceOf[msg.sender] + tokens > balanceOf[msg.sender] );
        balanceOf[msg.sender] += tokens;
        
        require( totalSupply + tokens > totalSupply );
        totalSupply += tokens;
        
        owner.transfer(msg.value);
    }",
3950,77697,"function __callback(bytes32 _queryId, string _result, bytes _proof)
{
    if (msg.sender != oraclize_cbAddress()) throw;

    if (oraclize_randomDS_proofVerify__returnCode(_queryId, _result, _proof) != 0) {
        

    } else {
        
        uint random = uint(sha3(_result));
        myNumber++;
    }
}",0.743206685,"function __callback(bytes32 _queryId, string memory _result, bytes memory _proof) public {
		require(msg.sender == oraclize_cbAddress());
		if (oraclize_randomDS_proofVerify__returnCode(_queryId, _result, _proof) == 0) {
			_handleCallback(_queryId, _result);
		} else {
			_queryFailed(_queryId);
		}
	}",
